Manufacturer,Name,Speed,Glide,Turn,Fade,Diameter,Height,RimDepth,RimWidth
Galaxy-Disc-Golf,Magneton,2.1,3.1,-0.1,1.8,21.1,1.9,1.5,1.0
Gateway,Apache,9.1,4.2,-0.9,2.0,21.0,2.0,1.2,1.7
Gateway,Apex,12.0,6.0,-1.0,1.9,21.5,1.9,1.1,2.3
Gateway,Diablo,9.3,5.1,-0.3,2.0,21.6,1.3,1.1,2.2
Gateway,Illusion,11.0,4.9,-0.9,3.1,21.4,1.5,1.1,2.1
Gateway,Journey,12.2,6.0,-1.6,1.1,21.2,1.9,1.1,2.2
Gateway,Ninja,10.6,4.9,-0.1,2.1,21.0,1.9,1.2,2.0
Gateway,Rage,10.0,5.0,-0.5,3.5,21.4,1.8,1.2,2.2
Gateway,Samurai,13.0,5.8,-2.2,1.1,21.1,1.8,1.2,2.3
Gateway,Siren,12.8,4.9,-1.9,1.2,21.1,1.5,1.4,2.3
Gateway,Slayer,12.8,4.9,-1.2,2.2,21.0,1.7,1.2,2.3
Gateway,Speed Demon,12.0,3.0,0.0,4.0,21.1,1.8,1.2,2.3
Gateway,Spirit,11.7,3.9,0.3,4.4,21.1,1.8,1.1,2.1
Gateway,Assassin,8.9,6.0,-1.6,1.1,21.0,1.9,1.1,1.9
Gateway,Blade,9.0,4.7,-0.1,3.2,21.1,1.4,1.2,1.9
Gateway,Blaze,7.0,4.8,0.0,2.8,21.1,1.9,1.2,1.7
Gateway,Hybrid,7.0,4.0,-0.5,3.0,21.2,2.2,1.3,1.7
Gateway,Sabre,8.0,5.0,-1.0,1.0,21.2,1.8,1.2,1.7
Gateway,Spear,9.0,6.0,-1.8,1.1,21.2,1.4,1.1,2.0
Gateway,Demon,5.9,3.0,0.1,4.1,21.1,1.9,1.2,1.7
Gateway,Element,5.0,5.0,-1.2,1.0,22.1,1.7,1.3,1.3
Gateway,Karma,6.2,4.8,-0.8,2.1,21.9,1.9,1.1,1.4
Gateway,Mystic,5.0,4.9,-2.7,0.1,21.8,1.9,1.1,1.5
Gateway,Prophecy,5.0,5.1,0.0,2.2,21.9,1.7,1.2,1.5
Gateway,Scout,6.0,5.0,-1.0,1.9,21.8,2.1,1.1,1.4
Gateway,Warrior,5.0,4.0,-0.1,3.0,22.0,1.9,1.2,1.4
Gateway,Chief,3.0,3.1,-0.1,1.2,21.1,1.7,1.3,1.0
Gateway,Chief OS,3.1,3.0,0.0,2.4,21.1,1.7,1.3,1.0
Gateway,Devil Hawk,3.0,2.9,0.1,2.1,21.1,1.7,1.3,1.0
Gateway,Magic,2.3,3.6,-1.0,0.0,21.0,2.1,1.5,1.0
Gateway,Shaman,3.1,3.2,-0.6,1.1,21.1,1.8,1.3,1.0
Gateway,Training Wizard,3.0,5.0,0.0,2.0,21.0,2.1,1.0,1.8
Gateway,Voodoo,2.5,3.6,0.0,0.7,21.1,2.1,1.6,1.0
Gateway,Warlock,2.3,3.6,-0.2,1.3,21.1,2.3,1.6,1.0
Gateway,Warspear,2.1,2.6,0.0,2.4,21.2,1.8,1.3,1.0
Gateway,Wizard,2.4,3.7,0.0,1.9,21.0,2.1,1.8,1.0
Guru-Disc-Golf,Midgard,6.0,5.0,-1.0,1.0,21.1,1.7,1.1,1.8
Guru-Disc-Golf,Thor,4.0,4.0,0.0,2.1,21.7,2.1,1.3,1.3
Guru-Disc-Golf,Mjolner,2.0,3.0,0.0,1.0,21.2,2.0,1.5,1.0
Infinite-Discs,Aztec,10.0,5.0,-1.2,2.0,21.1,1.5,1.1,2.1
Infinite-Discs,Emperor,12.0,5.1,-1.1,2.5,21.1,1.7,1.2,2.3
Infinite-Discs,Maya,11.9,5.1,-2.9,1.1,21.1,1.1,1.1,2.1
Infinite-Discs,Pharaoh,12.9,5.8,-1.3,2.0,21.1,1.4,1.1,2.3
Infinite-Discs,Slab,11.9,3.0,0.0,3.9,21.2,1.6,1.2,2.3
Infinite-Discs,Centurion,7.0,5.1,-1.1,1.4,21.2,1.6,1.1,1.6
Infinite-Discs,Exodus,7.1,4.9,-0.5,2.0,21.1,1.8,1.1,1.8
Infinite-Discs,Scepter,9.0,3.8,0.0,3.9,21.2,1.4,1.1,1.9
Infinite-Discs,Sphinx,9.0,6.0,-2.7,1.0,21.1,1.4,1.2,1.8
Infinite-Discs,Anubis,4.9,5.0,-0.2,0.2,21.8,2.1,1.3,1.4
Infinite-Discs,Chariot,5.0,5.0,0.0,1.1,21.7,1.7,1.4,1.4
Infinite-Discs,Inca,5.0,4.9,0.0,2.6,21.7,1.9,1.4,1.3
Infinite-Discs,Kon Tiki,4.0,5.2,-3.3,0.0,21.2,1.9,1.2,1.1
Infinite-Discs,Ra,5.0,4.1,0.0,2.5,21.8,2.0,1.3,1.4
Infinite-Discs,Alpaca,3.0,3.0,0.0,1.0,21.1,2.1,1.5,1.0
Infinite-Discs,Cohort,3.5,4.0,-0.1,1.0,21.1,1.8,1.3,1.0
Infinite-Discs,Myth,2.0,3.0,0.0,1.9,21.1,2.1,1.5,1.1
Infinite-Discs,Ruin,3.0,3.0,0.0,2.8,21.2,1.8,1.4,1.3
Infinite-Discs,Scarab,2.0,4.0,-0.1,1.0,21.2,2.1,1.5,1.0
Infinite-Discs,Tomb,3.1,4.0,0.0,1.1,21.2,1.7,1.4,1.1
Innova,Ape,13.0,4.8,0.0,4.1,21.1,1.5,1.2,2.4
Innova,Archon,11.0,5.0,-1.9,2.0,21.1,1.7,1.2,2.3
Innova,Beast,10.0,5.0,-2.0,2.0,21.2,1.4,1.1,2.0
Innova,Boss,13.0,5.0,-0.5,3.0,21.1,1.5,1.2,2.5
Innova,Colossus,14.0,5.0,-1.9,2.9,21.1,1.7,1.1,2.5
Innova,Corvette,13.9,5.9,-1.1,2.0,21.0,1.8,1.2,2.3
Innova,Daedalus,13.0,5.9,-3.5,1.9,21.1,1.5,1.2,2.3
Innova,Destroyer,12.0,5.0,-1.0,3.0,21.1,1.4,1.2,2.2
Innova,Dominator,12.9,4.8,-0.9,2.2,21.1,1.4,1.1,2.4
Innova,Firestorm,13.7,4.1,-0.3,2.9,21.1,1.5,1.1,2.3
Innova,Groove,12.8,5.6,-1.5,2.4,21.1,1.7,1.2,2.4
Innova,Invictus,10.3,4.3,-0.3,2.7,21.2,1.5,1.2,2.1
Innova,IT - Innova Tech,10.0,3.0,-3.0,2.0,21.2,1.6,1.2,1.8
Innova,Katana,13.0,5.0,-2.7,2.9,21.2,1.8,1.2,2.5
Innova,Krait,11.0,5.0,-1.0,2.0,21.2,2.3,1.2,2.3
Innova,Mamba,11.0,6.0,-4.9,1.0,21.1,1.7,1.1,2.1
Innova,Max,11.0,3.0,0.0,5.0,21.2,1.9,1.2,2.2
Innova,Monarch,10.0,5.0,-3.6,1.1,21.1,1.6,1.2,2.1
Innova,Monster,10.1,2.9,0.1,4.9,21.2,1.4,1.2,2.0
Innova,Mystere,11.0,6.0,-2.2,1.9,21.1,1.6,1.1,2.1
Innova,Orc,10.0,4.1,-1.0,3.0,21.2,1.9,1.2,2.0
Innova,Shryke,12.9,6.0,-2.0,2.0,21.0,1.7,1.2,2.3
Innova,SL,10.0,5.0,-1.0,2.0,21.1,1.7,1.1,2.0
Innova,Starfire,10.0,4.5,-0.5,2.5,21.2,1.4,1.1,2.0
Innova,TeeDevil,12.0,4.9,-1.2,2.1,21.2,1.6,1.2,2.4
Innova,TeeRex,11.0,4.0,-0.1,3.7,21.1,1.7,1.2,2.2
Innova,Tern,12.0,6.0,-2.0,2.0,21.1,1.7,1.1,2.3
Innova,Vulcan,13.0,5.0,-3.6,2.0,21.2,1.4,1.1,2.4
Innova,Wahoo,11.9,6.0,-2.1,2.0,21.0,2.0,1.2,2.4
Innova,Wraith,11.0,5.0,-1.1,2.9,21.1,1.4,1.2,2.1
Innova,X-Caliber,12.0,4.8,-0.1,3.9,21.1,1.6,1.2,2.3
Innova,Archangel,8.0,5.9,-3.9,1.3,21.1,1.6,1.5,1.9
Innova,Banshee,7.0,3.1,-0.1,3.0,21.2,1.5,1.2,1.8
Innova,Cheetah,6.0,4.0,-2.0,2.0,21.1,1.9,1.2,1.6
Innova,Dragon,7.9,4.9,-2.3,1.8,21.0,1.9,1.2,1.8
Innova,Eagle,7.1,4.1,-0.9,3.0,21.2,1.6,1.2,1.7
Innova,Firebird,9.0,3.1,0.0,4.0,21.1,1.4,1.2,1.9
Innova,FL,9.0,3.2,0.0,2.0,21.1,1.7,1.2,1.9
Innova,Gargoyle,6.0,3.0,-1.0,2.0,21.2,2.0,1.2,1.4
Innova,Gazelle,6.0,4.0,-0.2,1.9,21.2,1.8,1.2,1.6
Innova,Grenade,7.0,5.0,-2.0,3.0,21.1,2.2,1.5,1.0
Innova,Leopard,6.0,5.0,-1.9,1.0,21.2,1.6,1.1,1.6
Innova,Leopard3,7.0,5.1,-1.8,1.1,21.2,1.6,1.1,1.6
Innova,Pegasus,7.0,3.9,-0.8,3.1,21.1,1.7,1.1,1.7
Innova,Python,7.0,3.0,-1.0,2.0,21.7,1.7,1.1,1.9
Innova,Ram,6.3,4.0,1.0,4.0,21.7,1.9,1.3,1.8
Innova,Raven,6.0,4.0,-2.0,2.0,21.7,1.9,1.2,1.6
Innova,Roadrunner,9.0,5.1,-3.8,1.1,21.1,1.4,1.2,1.8
Innova,Savant,8.9,5.0,-0.8,2.2,21.1,1.6,1.1,1.9
Innova,Sidewinder,9.0,5.0,-2.8,1.1,21.1,1.4,1.2,1.8
Innova,Teebird,7.0,5.0,0.0,2.0,21.2,1.6,1.8,1.2
Innova,TeeBird +,7.0,5.0,0.0,2.0,21.2,1.6,1.8,1.2
Innova,TeeBird3,8.0,4.1,-0.1,2.1,21.2,1.5,1.1,1.7
Innova,Thunderbird,9.0,5.0,-0.1,2.1,21.2,1.6,1.1,1.9
Innova,TL,7.0,5.0,-0.1,1.0,21.1,1.6,1.2,1.8
Innova,TL3,8.0,4.1,-0.6,1.0,21.1,1.6,1.2,1.8
Innova,Valkyrie,8.9,4.1,-2.0,2.0,21.1,1.4,1.2,1.9
Innova,Viking,9.0,4.0,-1.0,2.0,21.2,1.4,1.1,1.9
Innova,Viper,6.1,4.1,1.0,5.0,21.7,2.0,1.3,1.6
Innova,Whippet,6.0,3.1,1.0,4.9,21.2,1.9,1.3,1.7
Innova,Atlas,5.0,4.8,-0.1,1.0,21.8,1.7,1.4,1.4
Innova,Avatar,5.0,4.1,0.0,2.0,21.7,1.8,1.4,1.1
Innova,Barracuda,5.0,4.0,-2.0,3.0,22.5,1.7,1.2,1.6
Innova,Bulldog,4.0,3.0,0.0,2.0,21.1,2.0,1.6,1.3
Innova,Caiman,5.0,2.4,0.0,3.7,21.1,1.7,1.4,1.4
Innova,Cobra,4.0,5.0,-2.0,1.9,21.7,2.0,1.1,1.2
Innova,Commander,5.2,3.2,0.0,3.8,21.8,2.2,1.2,1.4
Innova,Condor,3.0,4.2,-0.1,1.8,24.1,2.2,1.6,1.3
Innova,Coyote,4.0,4.6,-0.7,1.2,21.7,1.9,1.3,1.2
Innova,Cro,4.9,3.1,0.0,2.0,21.2,2.0,1.4,1.3
Innova,Croc,5.4,2.1,0.1,4.8,21.1,2.0,1.4,1.4
Innova,Foxbat,5.0,5.9,-1.0,0.0,21.7,2.2,1.4,1.4
Innova,Gator,5.0,2.1,0.0,3.2,21.2,1.9,1.4,1.3
Innova,Gator3,4.9,2.1,0.0,3.0,21.2,1.8,1.4,1.5
Innova,Griffin,5.0,3.0,1.0,3.0,21.2,2.0,1.3,1.7
Innova,Jaguar,5.5,6.0,-3.0,2.0,24.1,1.7,1.7,1.6
Innova,King Cobra,4.1,5.0,0.0,1.9,21.7,2.0,1.1,1.2
Innova,Kite,5.0,6.0,-2.9,1.0,21.2,1.9,1.3,1.6
Innova,Lion,5.0,4.0,0.0,1.9,21.7,1.7,1.4,1.3
Innova,Lycan,4.0,5.0,0.0,1.0,21.8,2.1,1.4,1.5
Innova,Makani,2.0,7.0,-2.0,0.0,24.2,2.7,1.7,0.7
Innova,Mako,4.0,5.0,-0.1,0.0,21.7,2.1,1.4,1.2
Innova,Mako3,5.0,4.2,-0.1,0.1,21.7,2.1,1.4,1.2
Innova,Manta,5.0,5.0,-2.6,1.0,21.8,1.9,1.2,1.4
Innova,Panther,5.0,4.0,-1.9,1.0,21.2,1.9,1.2,1.3
Innova,Rancho Roc,4.0,4.0,0.0,2.9,21.7,2.0,1.3,1.2
Innova,Rat,4.0,2.4,0.0,2.5,21.2,1.7,1.4,1.1
Innova,Roc,4.0,4.1,-0.1,2.6,21.7,2.0,1.3,1.2
Innova,Roc +,4.0,5.0,0.0,2.0,21.7,2.0,1.3,1.2
Innova,Roc3,5.0,4.1,-0.1,2.7,21.7,2.0,1.3,1.2
Innova,RocX3,5.0,4.0,0.0,3.3,21.8,2.0,1.4,1.4
Innova,Scorpion,5.0,5.0,-1.0,2.0,22.5,2.1,1.2,1.7
Innova,Shark,4.0,4.1,-0.2,1.8,21.7,2.1,1.3,1.2
Innova,Shark3,5.0,4.1,-0.1,1.9,21.7,2.1,1.3,1.2
Innova,Skeeter,4.8,5.0,-1.0,0.9,21.2,1.9,1.3,1.3
Innova,Spider,5.0,3.1,0.0,1.1,21.2,1.7,1.4,1.3
Innova,Stingray,4.0,5.0,-2.8,1.0,21.7,1.8,1.1,1.2
Innova,Super Stingray,4.0,5.0,-1.0,1.0,21.7,1.8,1.3,1.1
Innova,VCobra,5.0,5.1,-1.0,1.8,21.7,2.0,1.1,1.3
Innova,VRoc,4.0,3.9,0.0,1.7,21.8,2.0,1.3,1.4
Innova,Wedge,4.0,3.1,-3.1,1.0,21.2,1.7,1.2,1.0
Innova,Wolf,4.0,3.1,-3.9,0.9,21.8,1.6,1.1,1.2
Innova,Wombat,5.0,6.0,-1.2,0.8,21.8,2.2,1.4,1.4
Innova,Wombat3,5.0,5.9,-1.2,0.1,21.8,2.2,1.4,1.4
Innova,Ace,2.0,3.0,-2.1,1.0,21.1,1.6,1.2,1.6
Innova,Aero,3.0,6.0,-0.3,0.0,22.2,2.5,1.0,1.0
Innova,Animal,1.0,1.0,0.0,0.0,21.2,2.1,1.3,1.0
Innova,Aviar,2.1,3.0,0.0,1.0,21.2,1.9,1.3,1.1
Innova,Aviar Classic,2.0,3.0,0.0,0.0,21.2,2.0,1.5,0.9
Innova,Aviar Driver,2.0,3.0,0.0,1.9,21.2,2.0,1.5,0.9
Innova,Aviar Yeti,2.0,2.9,0.0,1.0,21.2,2.0,1.5,0.9
Innova,Aviar-X (JK),2.0,3.0,0.0,2.0,21.2,2.0,1.5,0.9
Innova,Aviar3,3.0,2.1,0.0,1.9,21.2,1.9,1.5,1.0
Innova,AviarX3,3.0,2.1,0.0,3.0,21.3,1.8,1.6,1.0
Innova,Birdie,1.0,2.0,0.0,0.0,21.1,2.3,1.9,0.7
Innova,Bullfrog,3.0,1.2,0.0,1.0,21.1,1.8,1.3,1.0
Innova,Classic Roc,3.1,3.1,0.0,2.0,21.2,2.0,1.2,0.9
Innova,Colt,3.1,3.3,-0.9,1.0,21.2,1.9,1.1,0.9
Innova,Coupe,2.0,3.0,-1.0,1.0,21.2,2.0,1.3,0.9
Innova,Dart,3.1,4.1,0.0,0.1,21.2,2.2,1.4,1.2
Innova,Firefly,2.0,3.0,0.0,1.0,21.1,2.1,1.5,1.0
Innova,Hammer,2.2,2.0,-1.0,1.8,21.7,2.1,1.1,1.2
Innova,Hawg,2.0,1.1,0.0,3.2,21.2,2.0,1.3,1.2
Innova,Hydra,3.0,3.0,0.0,2.1,21.1,2.0,1.4,1.4
Innova,Invader,3.0,2.0,0.0,1.0,21.2,1.9,1.5,1.0
Innova,KC Aviar,2.0,3.0,-0.1,2.0,21.2,2.0,1.5,0.9
Innova,Mirage,3.1,4.1,-3.0,0.1,21.2,1.9,1.2,1.1
Innova,Nova,2.0,3.0,0.0,0.1,21.3,2.7,1.5,1.1
Innova,Pig,3.0,1.0,0.0,3.0,21.2,2.1,1.4,1.4
Innova,Polecat,1.0,3.0,0.0,0.0,21.3,2.3,1.6,0.7
Innova,Rhyno,2.0,1.2,0.0,2.8,21.3,1.9,1.3,1.0
Innova,RhynoX,2.1,1.1,0.0,3.7,21.2,2.0,1.3,1.0
Innova,Sonic,1.0,2.1,-3.9,0.1,21.6,2.3,1.6,0.6
Innova,Stud,3.0,3.0,0.0,1.9,21.2,1.9,1.3,1.1
Innova,Toro,1.0,1.0,0.0,0.0,21.2,1.7,1.4,1.3
Innova,Warhog,3.0,3.0,0.0,1.0,21.2,2.2,1.4,1.4
Innova,Whale,2.0,3.1,0.0,1.0,21.1,2.0,1.5,1.0
Innova,XD,3.0,4.0,-1.0,1.0,21.2,2.1,1.1,0.9
Innova,XD +,3.0,4.0,-0.9,0.9,21.2,2.1,1.1,0.9
Innova,Zephyr,1.9,3.2,-0.1,0.0,24.1,2.7,1.7,0.7
Kastaplast,Grym,13.0,5.0,-1.3,2.0,21.2,1.6,1.1,2.2
Kastaplast,Grym X,12.4,5.0,-0.3,2.6,21.2,1.6,1.1,2.2
Kastaplast,Rask,13.7,3.1,0.0,4.3,21.1,1.6,1.1,2.2
Kastaplast,Falk,9.0,5.8,-2.3,1.3,21.1,1.8,1.1,1.9
Kastaplast,Lots,9.0,5.0,-1.0,1.9,21.1,1.5,1.1,1.9
Kastaplast,Stal,9.0,4.0,0.0,3.1,21.1,1.8,1.1,1.9
Kastaplast,Gote,4.0,5.0,-0.2,0.9,21.9,2.1,1.3,1.3
Kastaplast,Kaxe,6.0,4.2,0.0,2.9,21.0,1.9,1.3,1.5
Kastaplast,Kaxe Z,6.0,5.0,-0.1,1.9,21.1,1.9,1.3,1.5
Kastaplast,Svea,5.0,6.0,-1.0,0.1,21.9,2.1,1.3,1.3
Kastaplast,Berg,1.1,1.4,0.0,1.8,21.1,2.0,1.4,0.9
Kastaplast,Reko,3.0,3.2,-0.2,1.2,21.2,1.8,1.4,1.0
Kaufinator-Discs,Kaufinator Aftermath,13.0,5.0,-2.0,3.0,21.1,1.7,1.1,2.5
Kaufinator-Discs,Kaufinator Cannon,14.0,5.0,-3.0,3.0,21.1,1.8,1.2,2.5
Kaufinator-Discs,Kaufinator Nemesis,10.0,6.0,-4.0,2.0,21.3,1.5,1.1,2.0
Kaufinator-Discs,Kaufinator Outlaw,12.0,5.0,-1.0,3.0,21.0,1.6,3.0,2.3
Kaufinator-Discs,Kaufinator Rampage,14.0,5.0,-1.0,4.0,21.1,1.8,1.2,2.5
Kaufinator-Discs,Kaufinator Vengeance,10.0,5.0,0.0,2.0,21.1,1.7,1.7,2.0
Kaufinator-Discs,Kaufinator Bandit,9.0,5.0,-2.0,1.0,21.3,1.5,1.1,2.0
Kaufinator-Discs,Kaufinator Enemy,9.0,3.0,0.0,4.0,21.1,1.9,1.2,1.9
Kaufinator-Discs,Kaufinator Mongoose,9.0,5.0,-3.0,1.0,21.3,1.5,1.1,2.0
Kaufinator-Discs,Kaufinator Phenom,8.0,5.0,-1.0,2.0,21.2,1.7,1.2,1.8
Kaufinator-Discs,Kaufinator Rival,7.0,5.0,0.0,2.0,21.3,2.0,1.2,1.8
Kaufinator-Discs,Kaufinator Gauge,5.0,5.0,0.0,1.0,21.8,2.2,1.4,1.2
Kaufinator-Discs,Kaufinator Ghost,4.0,5.0,0.0,3.0,21.7,2.0,1.3,1.2
Kaufinator-Discs,Kaufinator Pursuit,5.0,3.0,0.0,3.0,21.3,1.6,1.3,1.5
Latitude-64,Ballista,13.9,4.8,-0.9,2.9,21.1,1.7,1.1,2.4
Latitude-64,Ballista Pro,13.9,4.4,-0.3,2.9,21.2,1.7,1.1,2.4
Latitude-64,Blitz,11.9,3.3,0.0,3.8,21.2,1.6,1.2,2.2
Latitude-64,Bolt,13.0,6.0,-2.3,2.6,21.1,1.7,1.1,2.4
Latitude-64,Cutlass,12.9,4.9,0.0,3.3,21.1,1.7,1.2,2.2
Latitude-64,Flow,11.0,5.9,-0.7,2.1,21.1,1.8,1.2,2.2
Latitude-64,Gladiator,13.0,5.0,0.0,3.3,21.1,1.7,1.1,2.3
Latitude-64,Grace,11.0,6.0,-1.0,2.0,21.1,1.6,1.1,2.2
Latitude-64,Halo,12.9,5.0,-0.6,2.8,21.1,1.4,1.1,2.4
Latitude-64,Havoc,12.9,5.0,-1.3,2.6,21.1,1.7,1.1,2.3
Latitude-64,Knight,14.0,4.2,-1.6,3.6,21.1,1.6,1.1,2.5
Latitude-64,Missilen,14.9,3.2,-0.4,4.0,21.4,1.7,1.1,2.5
Latitude-64,Musket,10.0,4.9,-0.7,2.2,21.2,1.8,1.1,2.0
Latitude-64,Raketen,14.5,3.6,-2.1,2.7,21.1,1.7,1.1,2.4
Latitude-64,Recoil,12.0,4.1,-0.1,2.9,21.2,1.8,1.2,2.2
Latitude-64,Riot,11.0,4.0,-0.9,2.1,21.2,1.9,1.2,2.2
Latitude-64,Rive,13.0,5.1,-0.2,3.3,21.1,1.8,1.2,2.3
Latitude-64,Sapphire,10.0,6.0,-1.8,1.6,12.0,1.7,1.2,2.0
Latitude-64,Scythe,12.0,3.2,0.0,4.0,21.1,1.5,1.1,2.2
Latitude-64,SPZ3,9.0,5.7,-1.5,2.0,21.1,1.8,1.2,1.9
Latitude-64,Stiletto,13.0,2.7,0.8,5.3,21.5,1.5,1.1,2.3
Latitude-64,Villain,12.0,4.0,-0.2,3.7,21.1,1.7,1.2,2.1
Latitude-64,Bryce,9.0,6.0,-1.8,1.9,21.2,1.7,1.3,1.4
Latitude-64,Culverin,9.0,5.0,-0.3,2.8,21.2,2.0,1.1,2.0
Latitude-64,Diamond,8.0,6.0,-3.1,1.0,21.1,1.4,1.1,1.8
Latitude-64,Explorer,7.0,5.1,-0.1,2.0,21.2,1.7,1.1,1.8
Latitude-64,Falchion,8.5,5.6,-1.1,2.0,21.1,1.6,1.1,1.9
Latitude-64,Fury,8.9,6.5,-2.1,1.3,21.2,1.8,1.2,1.2
Latitude-64,Jade,9.0,5.0,-2.0,1.3,21.0,1.8,1.1,1.9
Latitude-64,Maul,7.0,6.9,-2.2,1.0,21.5,1.9,1.2,1.8
Latitude-64,Pioneer,8.9,3.1,0.0,3.7,21.2,1.5,1.2,1.9
Latitude-64,Primitus,9.0,5.0,0.0,2.0,21.0,2.3,1.2,2.0
Latitude-64,River,7.0,6.9,-1.2,1.0,21.5,1.9,1.2,1.8
Latitude-64,River Pro,6.4,5.0,-0.2,2.1,21.4,1.8,1.3,1.8
Latitude-64,Saint,9.0,6.8,-1.4,1.9,21.2,1.9,1.2,1.9
Latitude-64,Saint Pro,8.4,6.0,-0.4,2.6,21.2,2.0,1.2,1.8
Latitude-64,Spark,7.1,4.1,-0.2,2.6,21.2,1.5,1.1,1.9
Latitude-64,Striker,8.2,5.0,-0.2,2.0,21.4,1.6,1.2,1.9
Latitude-64,Trident,5.8,3.2,-0.2,3.9,21.4,1.4,1.1,1.9
Latitude-64,Vision,8.0,6.1,-1.4,1.9,21.1,1.9,1.1,1.8
Latitude-64,XXX,7.2,2.8,0.0,4.4,21.5,1.5,1.1,2.0
Latitude-64,Zion,9.0,3.8,-0.6,3.0,21.2,1.7,1.1,2.0
Latitude-64,Anchor,5.0,4.0,0.0,2.8,21.7,1.8,1.5,1.4
Latitude-64,Claymore,5.0,5.0,-0.8,1.0,21.7,1.9,1.2,1.4
Latitude-64,Compass,4.9,4.9,0.0,1.0,21.6,2.3,1.3,1.3
Latitude-64,Core,5.4,5.0,-0.8,1.0,21.7,2.0,1.2,1.4
Latitude-64,Fuji,4.1,4.1,-0.1,1.9,21.7,1.8,1.2,1.3
Latitude-64,Fuse,5.0,6.1,-1.3,0.2,21.9,2.1,1.3,1.3
Latitude-64,Gobi,5.7,5.2,-0.5,1.1,21.7,1.8,1.3,1.4
Latitude-64,Mace,5.0,5.0,0.0,1.9,21.8,2.1,1.3,1.3
Latitude-64,Medius,5.0,5.0,-1.0,2.0,21.5,2.4,1.2,1.4
Latitude-64,Pain,4.1,4.0,-0.1,3.1,21.7,2.0,1.4,1.4
Latitude-64,Pearl,4.1,6.0,-4.1,0.2,21.6,1.8,1.2,1.2
Latitude-64,Trust,5.0,5.0,-0.1,1.9,21.7,1.9,1.3,1.3
Latitude-64,Beetle,1.0,6.9,-1.1,0.0,21.9,2.2,1.6,0.8
Latitude-64,Caltrop,2.0,2.1,0.0,2.0,21.0,1.9,1.5,1.0
Latitude-64,Dagger,2.0,4.7,0.0,1.3,21.1,2.1,1.5,1.0
Latitude-64,Faith,2.0,3.0,0.0,1.0,21.2,2.2,1.5,1.1
Latitude-64,Gauntlet,2.1,4.2,0.0,1.0,21.2,2.1,1.5,1.1
Latitude-64,Keystone,2.1,5.0,-1.0,0.9,21.1,1.9,1.5,1.0
Latitude-64,Macana,2.0,5.0,0.0,1.0,21.1,2.1,1.4,1.1
Latitude-64,Mercy,2.1,4.0,0.0,1.0,12.2,2.1,1.5,1.1
Latitude-64,Pure,3.0,3.2,-0.6,0.6,21.2,1.8,1.4,1.0
Latitude-64,Ruby,3.0,4.8,-3.0,0.9,21.5,1.9,1.4,1.0
Latitude-64,Sarek,2.1,4.2,-0.1,1.4,21.2,2.2,1.5,1.1
Latitude-64,Sinus,2.1,1.9,0.0,2.4,21.2,1.9,1.4,0.9
Latitude-64,Spike,3.9,2.7,-1.0,0.9,21.2,1.8,1.3,1.0
Launch-Disc-Golf,Frontier,10.5,3.0,-3.0,2.0,21.2,2.0,1.2,1.9
Launch-Disc-Golf,Cipher,8.0,4.0,-1.0,2.0,21.6,1.8,1.2,1.8
Launch-Disc-Golf,Horizon,7.0,3.0,-3.0,2.0,21.1,2.2,1.2,1.9
Launch-Disc-Golf,Code,5.5,4.0,-0.5,2.0,21.2,1.6,1.2,1.4
Launch-Disc-Golf,Code X,5.5,3.0,0.0,3.0,21.2,1.6,1.2,1.4
Launch-Disc-Golf,Lander,3.0,4.0,-0.5,2.0,21.0,1.8,1.4,1.2
Legacy,Aftermath,13.0,5.0,-1.9,3.0,21.1,1.7,1.1,2.5
Legacy,Cannon,14.0,5.0,-2.4,3.0,21.1,1.8,1.2,2.5
Legacy,Nemesis,9.9,6.0,-3.9,1.9,21.3,1.5,1.1,2.0
Legacy,Outlaw,12.0,4.9,-1.0,3.0,21.0,1.6,1.1,2.3
Legacy,Rampage,14.0,4.9,-1.0,3.8,21.1,1.8,1.2,2.5
Legacy,Recon,13.0,5.0,-1.0,3.0,21.2,1.7,1.1,2.4
Legacy,Vengeance,9.9,5.0,-0.1,2.0,21.1,1.7,1.7,2.0
Legacy,Bandit,9.0,5.0,-2.0,1.0,21.3,1.5,1.1,2.0
Legacy,Enemy,9.0,3.2,0.0,4.0,21.1,1.9,1.2,1.9
Legacy,Fighter,10.0,3.0,0.0,4.0,21.2,1.7,1.2,2.0
Legacy,Mongoose,9.0,5.0,-3.1,1.0,21.3,1.5,1.1,2.0
Legacy,Patriot,7.1,5.1,-1.8,1.0,21.2,1.8,1.1,1.8
Legacy,Phantom Warrior,7.0,5.0,0.0,2.1,21.3,2.0,1.2,1.8
Legacy,Phenom,8.0,5.0,-1.2,1.7,21.2,1.7,1.2,1.8
Legacy,Rival,7.1,4.9,0.0,2.0,21.3,2.0,1.2,1.8
Legacy,Badger,5.0,3.0,0.0,3.0,21.4,1.6,1.3,1.2
Legacy,Gauge,5.0,5.1,-0.1,1.0,21.8,2.2,1.4,1.2
Legacy,Ghost,4.0,5.0,-0.2,2.6,21.7,2.0,1.3,1.2
Legacy,Pursuit,5.0,3.2,0.0,3.2,21.3,1.6,1.3,1.5
Legacy,Recluse,4.0,3.0,0.0,3.9,21.3,1.6,1.5,1.3
Legacy,Valor,5.0,5.0,0.0,1.9,21.7,2.1,1.3,1.2
