Manufacturer,Name,Speed,Glide,Turn,Fade,Diameter,Height,RimDepth,RimWidth,Purchase Url
Kastaplast,Lots,9.0,5.0,-1.0,1.9,21.1,1.5,1.1,1.9,https://infinitediscs.com/Kastaplast-Lots?tag=3c8c6529
Kastaplast,Stal,9.0,4.0,0.0,3.1,21.1,1.8,1.1,1.9,https://infinitediscs.com/Kastaplast-Stal?tag=3c8c6529
Kastaplast,Gote,4.0,5.0,-0.2,0.9,21.9,2.1,1.3,1.3,https://infinitediscs.com/Kastaplast-Gote?tag=3c8c6529
Kastaplast,Kaxe,6.0,4.2,0.0,2.9,21.0,1.9,1.3,1.5,https://infinitediscs.com/Kastaplast-Kaxe?tag=3c8c6529
Kastaplast,Kaxe Z,6.0,5.0,-0.1,1.9,21.1,1.9,1.3,1.5,https://infinitediscs.com/Kastaplast-Kaxe-Z?tag=3c8c6529
Kastaplast,Svea,5.0,6.0,-1.0,0.1,21.9,2.1,1.3,1.3,https://infinitediscs.com/Kastaplast-Svea?tag=3c8c6529
Kastaplast,Berg,1.1,1.4,0.0,1.8,21.1,2.0,1.4,0.9,https://infinitediscs.com/Kastaplast-Berg?tag=3c8c6529
Kastaplast,Reko,3.0,3.2,-0.2,1.2,21.2,1.8,1.4,1.0,https://infinitediscs.com/Kastaplast-Reko?tag=3c8c6529
Kaufinator-Discs,Kaufinator Aftermath,13.0,5.0,-2.0,3.0,21.1,1.7,1.1,2.5,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Aftermath?tag=3c8c6529
Kaufinator-Discs,Kaufinator Cannon,14.0,5.0,-3.0,3.0,21.1,1.8,1.2,2.5,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Cannon?tag=3c8c6529
Kaufinator-Discs,Kaufinator Nemesis,10.0,6.0,-4.0,2.0,21.3,1.5,1.1,2.0,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Nemesis?tag=3c8c6529
Kaufinator-Discs,Kaufinator Outlaw,12.0,5.0,-1.0,3.0,21.0,1.6,3.0,2.3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Outlaw?tag=3c8c6529
Kaufinator-Discs,Kaufinator Rampage,14.0,5.0,-1.0,4.0,21.1,1.8,1.2,2.5,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rampage?tag=3c8c6529
Kaufinator-Discs,Kaufinator Vengeance,10.0,5.0,0.0,2.0,21.1,1.7,1.7,2.0,https://infinitediscs.com/Kaufinator-Discs-Kaufinator Vengeance?tag=3c8c6529
Kaufinator-Discs,Kaufinator Bandit,9.0,5.0,-2.0,1.0,21.3,1.5,1.1,2.0,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Bandit?tag=3c8c6529
Kaufinator-Discs,Kaufinator Enemy,9.0,3.0,0.0,4.0,21.1,1.9,1.2,1.9,https://infinitediscs.com/Kaufinator-Discs-Kaufinator Enemy?tag=3c8c6529
Kaufinator-Discs,Kaufinator Mongoose,9.0,5.0,-3.0,1.0,21.3,1.5,1.1,2.0,https://infinitediscs.com/Kaufinator-Discs-Kaufinator Mongoose?tag=3c8c6529
Kaufinator-Discs,Kaufinator Phenom,8.0,5.0,-1.0,2.0,21.2,1.7,1.2,1.8,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Phenom?tag=3c8c6529
Kaufinator-Discs,Kaufinator Rival,7.0,5.0,0.0,2.0,21.3,2.0,1.2,1.8,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rival?tag=3c8c6529
Kaufinator-Discs,Kaufinator Gauge,5.0,5.0,0.0,1.0,21.8,2.2,1.4,1.2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Gauge?tag=3c8c6529
Kaufinator-Discs,Kaufinator Ghost,4.0,5.0,0.0,3.0,21.7,2.0,1.3,1.2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Ghost?tag=3c8c6529
Kaufinator-Discs,Kaufinator Pursuit,5.0,3.0,0.0,3.0,21.3,1.6,1.3,1.5,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Pursuit?tag=3c8c6529
Latitude-64,Ballista,13.9,4.8,-0.9,2.9,21.1,1.7,1.1,2.4,https://infinitediscs.com/Latitude-64-Ballista?tag=3c8c6529
Latitude-64,Ballista Pro,13.9,4.4,-0.3,2.9,21.2,1.7,1.1,2.4,https://infinitediscs.com/Latitude-64-Ballista-Pro?tag=3c8c6529
Latitude-64,Blitz,11.9,3.3,0.0,3.8,21.2,1.6,1.2,2.2,https://infinitediscs.com/Latitude-64-Blitz?tag=3c8c6529
Latitude-64,Bolt,13.0,6.0,-2.3,2.6,21.1,1.7,1.1,2.4,https://infinitediscs.com/Latitude-64-Bolt?tag=3c8c6529
Latitude-64,Cutlass,12.9,4.9,0.0,3.3,21.1,1.7,1.2,2.2,https://infinitediscs.com/Latitude-64-Cutlass?tag=3c8c6529
Latitude-64,Flow,11.0,5.9,-0.7,2.1,21.1,1.8,1.2,2.2,https://infinitediscs.com/Latitude-64-Flow?tag=3c8c6529
Latitude-64,Gladiator,13.0,5.0,0.0,3.3,21.1,1.7,1.1,2.3,https://infinitediscs.com/Latitude-64-Gladiator?tag=3c8c6529
Latitude-64,Grace,11.0,6.0,-1.0,2.0,21.1,1.6,1.1,2.2,https://infinitediscs.com/Latitude-64-Grace?tag=3c8c6529
Latitude-64,Halo,12.9,5.0,-0.6,2.8,21.1,1.4,1.1,2.4,https://infinitediscs.com/Latitude-64-Halo?tag=3c8c6529
Latitude-64,Havoc,12.9,5.0,-1.3,2.6,21.1,1.7,1.1,2.3,https://infinitediscs.com/Latitude-64-Havoc?tag=3c8c6529
Latitude-64,Knight,14.0,4.2,-1.6,3.6,21.1,1.6,1.1,2.5,https://infinitediscs.com/Latitude-64-Knight?tag=3c8c6529
Latitude-64,Missilen,14.9,3.2,-0.4,4.0,21.4,1.7,1.1,2.5,https://infinitediscs.com/Latitude-64-Missilen?tag=3c8c6529
Latitude-64,Musket,10.0,4.9,-0.7,2.2,21.2,1.8,1.1,2.0,https://infinitediscs.com/Latitude-64-Musket?tag=3c8c6529
Latitude-64,Raketen,14.5,3.6,-2.1,2.7,21.1,1.7,1.1,2.4,https://infinitediscs.com/Latitude-64-Raketen?tag=3c8c6529
Latitude-64,Recoil,12.0,4.1,-0.1,2.9,21.2,1.8,1.2,2.2,https://infinitediscs.com/Latitude-64-Recoil?tag=3c8c6529
Latitude-64,Riot,11.0,4.0,-0.9,2.1,21.2,1.9,1.2,2.2,https://infinitediscs.com/Latitude-64-Riot?tag=3c8c6529
Latitude-64,Rive,13.0,5.1,-0.2,3.3,21.1,1.8,1.2,2.3,https://infinitediscs.com/Latitude-64-Rive?tag=3c8c6529
Latitude-64,Sapphire,10.0,6.0,-1.8,1.6,12.0,1.7,1.2,2.0,https://infinitediscs.com/Latitude-64-Sapphire?tag=3c8c6529
Latitude-64,Scythe,12.0,3.2,0.0,4.0,21.1,1.5,1.1,2.2,https://infinitediscs.com/Latitude-64-Scythe?tag=3c8c6529
Latitude-64,SPZ3,9.0,5.7,-1.5,2.0,21.1,1.8,1.2,1.9,https://infinitediscs.com/Latitude-64-SPZ3?tag=3c8c6529
Latitude-64,Stiletto,13.0,2.7,0.8,5.3,21.5,1.5,1.1,2.3,https://infinitediscs.com/Latitude-64-Stiletto?tag=3c8c6529
Latitude-64,Villain,12.0,4.0,-0.2,3.7,21.1,1.7,1.2,2.1,https://infinitediscs.com/Latitude-64-Villain?tag=3c8c6529
Latitude-64,Bryce,9.0,6.0,-1.8,1.9,21.2,1.7,1.3,1.4,https://infinitediscs.com/Latitude-64-Bryce?tag=3c8c6529
Latitude-64,Culverin,9.0,5.0,-0.3,2.8,21.2,2.0,1.1,2.0,https://infinitediscs.com/Latitude-64-Culverin?tag=3c8c6529
Latitude-64,Diamond,8.0,6.0,-3.1,1.0,21.1,1.4,1.1,1.8,https://infinitediscs.com/Latitude-64-Diamond?tag=3c8c6529
Latitude-64,Explorer,7.0,5.1,-0.1,2.0,21.2,1.7,1.1,1.8,https://infinitediscs.com/Latitude-64-Explorer?tag=3c8c6529
Latitude-64,Falchion,8.5,5.6,-1.1,2.0,21.1,1.6,1.1,1.9,https://infinitediscs.com/Latitude-64-Falchion?tag=3c8c6529
Latitude-64,Fury,8.9,6.5,-2.1,1.3,21.2,1.8,1.2,1.2,https://infinitediscs.com/Latitude-64-Fury?tag=3c8c6529
Latitude-64,Jade,9.0,5.0,-2.0,1.3,21.0,1.8,1.1,1.9,https://infinitediscs.com/Latitude-64-Jade?tag=3c8c6529
Latitude-64,Maul,7.0,6.9,-2.2,1.0,21.5,1.9,1.2,1.8,https://infinitediscs.com/Latitude-64-Maul?tag=3c8c6529
Latitude-64,Pioneer,8.9,3.1,0.0,3.7,21.2,1.5,1.2,1.9,https://infinitediscs.com/Latitude-64-Pioneer?tag=3c8c6529
Latitude-64,Primitus,9.0,5.0,0.0,2.0,21.0,2.3,1.2,2.0,https://infinitediscs.com/Latitude-64-Primitus?tag=3c8c6529
Latitude-64,River,7.0,6.9,-1.2,1.0,21.5,1.9,1.2,1.8,https://infinitediscs.com/Latitude-64-River?tag=3c8c6529
Latitude-64,River Pro,6.4,5.0,-0.2,2.1,21.4,1.8,1.3,1.8,https://infinitediscs.com/Latitude-64-River-Pro?tag=3c8c6529
Latitude-64,Saint,9.0,6.8,-1.4,1.9,21.2,1.9,1.2,1.9,https://infinitediscs.com/Latitude-64-Saint?tag=3c8c6529
Latitude-64,Saint Pro,8.4,6.0,-0.4,2.6,21.2,2.0,1.2,1.8,https://infinitediscs.com/Latitude-64-Saint-Pro?tag=3c8c6529
Latitude-64,Spark,7.1,4.1,-0.2,2.6,21.2,1.5,1.1,1.9,https://infinitediscs.com/Latitude-64-Spark?tag=3c8c6529
Latitude-64,Striker,8.2,5.0,-0.2,2.0,21.4,1.6,1.2,1.9,https://infinitediscs.com/Latitude-64-Striker?tag=3c8c6529
Latitude-64,Trident,5.8,3.2,-0.2,3.9,21.4,1.4,1.1,1.9,https://infinitediscs.com/Latitude-64-Trident?tag=3c8c6529
Latitude-64,Vision,8.0,6.1,-1.4,1.9,21.1,1.9,1.1,1.8,https://infinitediscs.com/Latitude-64-Vision?tag=3c8c6529
Latitude-64,XXX,7.2,2.8,0.0,4.4,21.5,1.5,1.1,2.0,https://infinitediscs.com/Latitude-64-XXX?tag=3c8c6529
Latitude-64,Zion,9.0,3.8,-0.6,3.0,21.2,1.7,1.1,2.0,https://infinitediscs.com/Latitude-64-Zion?tag=3c8c6529
Latitude-64,Anchor,5.0,4.0,0.0,2.8,21.7,1.8,1.5,1.4,https://infinitediscs.com/Latitude-64-Anchor?tag=3c8c6529
Latitude-64,Claymore,5.0,5.0,-0.8,1.0,21.7,1.9,1.2,1.4,https://infinitediscs.com/Latitude-64-Claymore?tag=3c8c6529
Latitude-64,Compass,4.9,4.9,0.0,1.0,21.6,2.3,1.3,1.3,https://infinitediscs.com/Latitude-64-Compass?tag=3c8c6529
Latitude-64,Core,5.4,5.0,-0.8,1.0,21.7,2.0,1.2,1.4,https://infinitediscs.com/Latitude-64-Core?tag=3c8c6529
Latitude-64,Fuji,4.1,4.1,-0.1,1.9,21.7,1.8,1.2,1.3,https://infinitediscs.com/Latitude-64-Fuji?tag=3c8c6529
Latitude-64,Fuse,5.0,6.1,-1.3,0.2,21.9,2.1,1.3,1.3,https://infinitediscs.com/Latitude-64-Fuse?tag=3c8c6529
Latitude-64,Gobi,5.7,5.2,-0.5,1.1,21.7,1.8,1.3,1.4,https://infinitediscs.com/Latitude-64-Gobi?tag=3c8c6529
Latitude-64,Mace,5.0,5.0,0.0,1.9,21.8,2.1,1.3,1.3,https://infinitediscs.com/Latitude-64-Mace?tag=3c8c6529
Latitude-64,Medius,5.0,5.0,-1.0,2.0,21.5,2.4,1.2,1.4,https://infinitediscs.com/Latitude-64-Medius?tag=3c8c6529
Latitude-64,Pain,4.1,4.0,-0.1,3.1,21.7,2.0,1.4,1.4,https://infinitediscs.com/Latitude-64-Pain?tag=3c8c6529
Latitude-64,Pearl,4.1,6.0,-4.1,0.2,21.6,1.8,1.2,1.2,https://infinitediscs.com/Latitude-64-Pearl?tag=3c8c6529
Latitude-64,Trust,5.0,5.0,-0.1,1.9,21.7,1.9,1.3,1.3,https://infinitediscs.com/Latitude-64-Trust?tag=3c8c6529
Latitude-64,Beetle,1.0,6.9,-1.1,0.0,21.9,2.2,1.6,0.8,https://infinitediscs.com/Latitude-64-Beetle?tag=3c8c6529
Latitude-64,Caltrop,2.0,2.1,0.0,2.0,21.0,1.9,1.5,1.0,https://infinitediscs.com/Latitude-64-Caltrop?tag=3c8c6529
Latitude-64,Dagger,2.0,4.7,0.0,1.3,21.1,2.1,1.5,1.0,https://infinitediscs.com/Latitude-64-Dagger?tag=3c8c6529
Latitude-64,Faith,2.0,3.0,0.0,1.0,21.2,2.2,1.5,1.1,https://infinitediscs.com/Latitude-64-Faith?tag=3c8c6529
Latitude-64,Gauntlet,2.1,4.2,0.0,1.0,21.2,2.1,1.5,1.1,https://infinitediscs.com/Latitude-64-Gauntlet?tag=3c8c6529
Latitude-64,Keystone,2.1,5.0,-1.0,0.9,21.1,1.9,1.5,1.0,https://infinitediscs.com/Latitude-64-Keystone?tag=3c8c6529
Latitude-64,Macana,2.0,5.0,0.0,1.0,21.1,2.1,1.4,1.1,https://infinitediscs.com/Latitude-64-Macana?tag=3c8c6529
Latitude-64,Mercy,2.1,4.0,0.0,1.0,12.2,2.1,1.5,1.1,https://infinitediscs.com/Latitude-64-Mercy?tag=3c8c6529
Latitude-64,Pure,3.0,3.2,-0.6,0.6,21.2,1.8,1.4,1.0,https://infinitediscs.com/Latitude-64-Pure?tag=3c8c6529
Latitude-64,Ruby,3.0,4.8,-3.0,0.9,21.5,1.9,1.4,1.0,https://infinitediscs.com/Latitude-64-Ruby?tag=3c8c6529
Latitude-64,Sarek,2.1,4.2,-0.1,1.4,21.2,2.2,1.5,1.1,https://infinitediscs.com/Latitude-64-Sarek?tag=3c8c6529
Latitude-64,Sinus,2.1,1.9,0.0,2.4,21.2,1.9,1.4,0.9,https://infinitediscs.com/Latitude-64-Sinus?tag=3c8c6529
Latitude-64,Spike,3.9,2.7,-1.0,0.9,21.2,1.8,1.3,1.0,https://infinitediscs.com/Latitude-64-Spike?tag=3c8c6529
Launch-Disc-Golf,Frontier,10.5,3.0,-3.0,2.0,21.2,2.0,1.2,1.9,https://infinitediscs.com/Launch-Disc-Golf-Frontier?tag=3c8c6529
Launch-Disc-Golf,Cipher,8.0,4.0,-1.0,2.0,21.6,1.8,1.2,1.8,https://infinitediscs.com/Launch-Disc-Golf-Cipher?tag=3c8c6529
Launch-Disc-Golf,Horizon,7.0,3.0,-3.0,2.0,21.1,2.2,1.2,1.9,https://infinitediscs.com/Launch-Disc-Golf-Horizon?tag=3c8c6529
Launch-Disc-Golf,Code,5.5,4.0,-0.5,2.0,21.2,1.6,1.2,1.4,https://infinitediscs.com/Launch-Disc-Golf-Code?tag=3c8c6529
Launch-Disc-Golf,Code X,5.5,3.0,0.0,3.0,21.2,1.6,1.2,1.4,https://infinitediscs.com/Launch-Disc-Golf-Code-X?tag=3c8c6529
Launch-Disc-Golf,Lander,3.0,4.0,-0.5,2.0,21.0,1.8,1.4,1.2,https://infinitediscs.com/Launch-Disc-Golf-Lander?tag=3c8c6529
Legacy,Aftermath,13.0,5.0,-1.9,3.0,21.1,1.7,1.1,2.5,https://infinitediscs.com/Legacy-Aftermath?tag=3c8c6529
Legacy,Cannon,14.0,5.0,-2.4,3.0,21.1,1.8,1.2,2.5,https://infinitediscs.com/Legacy-Cannon?tag=3c8c6529
Legacy,Nemesis,9.9,6.0,-3.9,1.9,21.3,1.5,1.1,2.0,https://infinitediscs.com/Legacy-Nemesis?tag=3c8c6529
Legacy,Outlaw,12.0,4.9,-1.0,3.0,21.0,1.6,1.1,2.3,https://infinitediscs.com/Legacy-Outlaw?tag=3c8c6529
Legacy,Rampage,14.0,4.9,-1.0,3.8,21.1,1.8,1.2,2.5,https://infinitediscs.com/Legacy-Rampage?tag=3c8c6529
Legacy,Recon,13.0,5.0,-1.0,3.0,21.2,1.7,1.1,2.4,https://infinitediscs.com/Legacy-Recon?tag=3c8c6529
Legacy,Vengeance,9.9,5.0,-0.1,2.0,21.1,1.7,1.7,2.0,https://infinitediscs.com/Legacy-Vengeance?tag=3c8c6529
Legacy,Bandit,9.0,5.0,-2.0,1.0,21.3,1.5,1.1,2.0,https://infinitediscs.com/Legacy-Bandit?tag=3c8c6529
Legacy,Enemy,9.0,3.2,0.0,4.0,21.1,1.9,1.2,1.9,https://infinitediscs.com/Legacy-Enemy?tag=3c8c6529
Legacy,Fighter,10.0,3.0,0.0,4.0,21.2,1.7,1.2,2.0,https://infinitediscs.com/Legacy-Fighter?tag=3c8c6529
Legacy,Mongoose,9.0,5.0,-3.1,1.0,21.3,1.5,1.1,2.0,https://infinitediscs.com/Legacy-Mongoose?tag=3c8c6529
Legacy,Patriot,7.1,5.1,-1.8,1.0,21.2,1.8,1.1,1.8,https://infinitediscs.com/Legacy-Patriot?tag=3c8c6529
Legacy,Phantom Warrior,7.0,5.0,0.0,2.1,21.3,2.0,1.2,1.8,https://infinitediscs.com/Legacy-Phantom-Warrior?tag=3c8c6529
Legacy,Phenom,8.0,5.0,-1.2,1.7,21.2,1.7,1.2,1.8,https://infinitediscs.com/Legacy-Phenom?tag=3c8c6529
Legacy,Rival,7.1,4.9,0.0,2.0,21.3,2.0,1.2,1.8,https://infinitediscs.com/Legacy-Rival?tag=3c8c6529
Legacy,Badger,5.0,3.0,0.0,3.0,21.4,1.6,1.3,1.2,https://infinitediscs.com/Legacy-Badger?tag=3c8c6529
Legacy,Gauge,5.0,5.1,-0.1,1.0,21.8,2.2,1.4,1.2,https://infinitediscs.com/Legacy-Gauge?tag=3c8c6529
Legacy,Ghost,4.0,5.0,-0.2,2.6,21.7,2.0,1.3,1.2,https://infinitediscs.com/Legacy-Ghost?tag=3c8c6529
Legacy,Pursuit,5.0,3.2,0.0,3.2,21.3,1.6,1.3,1.5,https://infinitediscs.com/Legacy-Pursuit?tag=3c8c6529
Legacy,Recluse,4.0,3.0,0.0,3.9,21.3,1.6,1.5,1.3,https://infinitediscs.com/Legacy-Recluse?tag=3c8c6529
Legacy,Valor,5.0,5.0,0.0,1.9,21.7,2.1,1.3,1.2,https://infinitediscs.com/Legacy-Valor?tag=3c8c6529
Legacy,Clozer,2.0,3.0,0.0,1.9,21.2,2.1,1.4,0.9,https://infinitediscs.com/Legacy-Clozer?tag=3c8c6529
Legacy,Clutch,2.1,3.2,-0.2,1.0,21.2,2.0,1.4,0.9,https://infinitediscs.com/Legacy-Clutch?tag=3c8c6529
Legacy,Hunter,2.3,3.8,-0.1,0.1,21.2,1.8,1.4,0.9,https://infinitediscs.com/Legacy-Hunter?tag=3c8c6529
Legacy,Prowler,2.0,3.1,-0.1,1.5,21.2,2.2,1.4,0.9,https://infinitediscs.com/Legacy-Prowler?tag=3c8c6529
Lightning-Discs,MX-1,9.0,4.0,-2.0,3.0,21.3,1.7,1.1,2.1,https://infinitediscs.com/Lightning-Discs-MX-1?tag=3c8c6529
Lightning-Discs,#1 Driver,7.1,4.0,-2.0,1.9,21.4,1.5,1.1,1.6,https://infinitediscs.com/Lightning-Discs-No1-Driver?tag=3c8c6529
Lightning-Discs,#1 Flyer,8.0,5.0,-2.0,2.0,21.4,1.5,1.1,1.6,https://infinitediscs.com/Lightning-Discs-No1-Flyer?tag=3c8c6529
Lightning-Discs,#1 Helix,8.0,4.0,-1.0,3.0,21.5,1.6,1.3,1.6,https://infinitediscs.com/Lightning-Discs-No1-Helix?tag=3c8c6529
Lightning-Discs,#1 Hookshot,6.0,4.0,0.0,3.0,22.2,1.7,1.5,1.5,https://infinitediscs.com/Lightning-Discs-No1-Hookshot?tag=3c8c6529
Lightning-Discs,#1 Hyzer,7.0,3.0,0.0,4.0,21.7,1.8,1.3,1.8,https://infinitediscs.com/Lightning-Discs-No1-Hyzer?tag=3c8c6529
Lightning-Discs,#1 Roller,7.0,4.0,-1.0,0.5,21.7,1.7,1.1,1.8,https://infinitediscs.com/Lightning-Discs-No1-Roller?tag=3c8c6529
Lightning-Discs,#1 Slice,7.0,4.0,-3.0,2.0,22.6,1.8,1.2,1.4,https://infinitediscs.com/Lightning-Discs-No1-Slice?tag=3c8c6529
Lightning-Discs,#2 Driver,7.8,5.0,-1.8,2.0,21.4,2.0,1.3,1.6,https://infinitediscs.com/Lightning-Discs-No2-Driver?tag=3c8c6529
Lightning-Discs,#2 Flyer,8.0,5.0,-1.0,2.0,21.3,1.8,1.1,1.7,https://infinitediscs.com/Lightning-Discs-No2-Flyer?tag=3c8c6529
Lightning-Discs,#2 Helix,8.0,5.0,-1.0,3.0,21.2,1.7,1.4,1.7,https://infinitediscs.com/Lightning-Discs-No2-Helix?tag=3c8c6529
Lightning-Discs,#2 Helix,7.8,4.8,-1.1,2.8,21.2,1.7,1.4,1.7,https://infinitediscs.com/Lightning-Discs-No2-Helix?tag=3c8c6529
Lightning-Discs,#2 Roller,6.0,6.0,-2.0,2.0,21.7,1.7,1.1,1.8,https://infinitediscs.com/Lightning-Discs-No2-Roller?tag=3c8c6529
Lightning-Discs,#2 Slice,6.0,5.0,-3.0,1.0,21.6,2.0,1.1,1.3,https://infinitediscs.com/Lightning-Discs-No2-Slice?tag=3c8c6529
Lightning-Discs,#3 Driver,6.0,5.0,-2.0,3.0,22.5,2.0,1.2,1.6,https://infinitediscs.com/Lightning-Discs-No3-Driver?tag=3c8c6529
Lightning-Discs,#3 Flyer,7.0,4.1,-2.0,2.0,21.2,2.0,1.3,1.5,https://infinitediscs.com/Lightning-Discs-No3-Flyer?tag=3c8c6529
Lightning-Discs,#4 Driver,7.1,4.0,-1.0,2.0,21.2,1.7,1.1,1.7,https://infinitediscs.com/Lightning-Discs-No4-Driver?tag=3c8c6529
Lightning-Discs,#2 Hookshot,5.0,5.0,-1.0,3.0,21.5,2.1,1.1,1.3,https://infinitediscs.com/Lightning-Discs-No2-Hookshot?tag=3c8c6529
Lightning-Discs,#2 Hyzer,5.0,5.0,1.0,4.0,21.1,2.0,1.2,1.6,https://infinitediscs.com/Lightning-Discs-No2-Hyzer?tag=3c8c6529
Lightning-Discs,#3 Hookshot,4.0,5.0,-1.0,2.0,21.9,2.1,1.2,1.3,https://infinitediscs.com/Lightning-Discs-No3-Hookshot?tag=3c8c6529
Lightning-Discs,#3 Hyzer,4.0,4.0,0.0,4.0,2.2,2.1,1.2,1.6,https://infinitediscs.com/Lightning-Discs-No3-Hyzer?tag=3c8c6529
Lightning-Discs,#3 Slice,6.0,5.0,-3.0,1.0,21.6,2.0,1.1,1.3,https://infinitediscs.com/Lightning-Discs-No3-Slice?tag=3c8c6529
Lightning-Discs,#2 Putter,1.0,2.0,-2.0,1.0,21.8,2.6,1.6,1.0,https://infinitediscs.com/Lightning-Discs-No2-Putter?tag=3c8c6529
Lightning-Discs,#2 Upshot,2.0,3.0,-1.2,0.9,21.4,2.0,1.5,0.9,https://infinitediscs.com/Lightning-Discs-No2-Upshot?tag=3c8c6529
Lightning-Discs,Rubber Putter,2.0,3.1,-1.0,1.0,21.6,2.5,1.3,1.3,https://infinitediscs.com/Lightning-Discs-Rubber-Putter?tag=3c8c6529
Lightning-Discs,Upshot,1.0,3.0,-2.0,0.0,21.6,2.2,1.4,0.7,https://infinitediscs.com/Lightning-Discs-Upshot?tag=3c8c6529
Lone-Star-Disc,Bowie,13.0,4.9,0.0,4.1,21.1,1.7,1.1,2.4,https://infinitediscs.com/Lone-Star-Disc-Bowie?tag=3c8c6529
Lone-Star-Disc,Curl,11.0,6.0,-1.0,2.9,21.2,1.8,1.1,2.2,https://infinitediscs.com/Lone-Star-Disc-Curl?tag=3c8c6529
Lone-Star-Disc,Mad Cat,9.0,4.8,-0.1,2.3,21.2,1.8,1.2,1.9,https://infinitediscs.com/Lone-Star-Disc-Mad-Cat?tag=3c8c6529
Lone-Star-Disc,Mockingbird,7.0,5.0,-1.9,1.1,21.0,2.0,1.2,1.8,https://infinitediscs.com/Lone-Star-Disc-Mockingbird?tag=3c8c6529
Lone-Star-Disc,BB6,5.0,3.0,-3.0,2.0,21.3,2.1,1.3,1.2,https://infinitediscs.com/Lone-Star-Disc-BB6?tag=3c8c6529
Lone-Star-Disc,Harpoon,4.0,3.0,0.0,2.0,21.5,1.7,1.2,1.2,https://infinitediscs.com/Lone-Star-Disc-Harpoon?tag=3c8c6529
Lone-Star-Disc,Middy,5.0,5.0,0.0,3.0,21.4,1.6,1.2,1.3,https://infinitediscs.com/Lone-Star-Disc-Middy?tag=3c8c6529
Lone-Star-Disc,Penny Putter,3.0,3.0,-0.1,1.7,21.0,1.9,1.5,1.1,https://infinitediscs.com/Lone-Star-Disc-Penny-Putter?tag=3c8c6529
MVP,Beam,1.0,1.0,0.0,0.0,21.2,1.7,1.2,2.3,https://infinitediscs.com/MVP-Beam?tag=3c8c6529
MVP,Catalyst,13.0,5.5,-2.1,1.6,21.1,1.9,1.2,2.4,https://infinitediscs.com/MVP-Catalyst?tag=3c8c6529
MVP,Dimension,14.0,4.9,0.0,3.1,21.0,1.8,1.2,2.5,https://infinitediscs.com/MVP-Dimension?tag=3c8c6529
MVP,Energy,13.1,4.1,0.2,3.8,21.1,2.1,1.2,2.4,https://infinitediscs.com/MVP-Energy?tag=3c8c6529
MVP,Impulse,10.0,4.9,-2.9,1.1,21.1,1.4,1.2,2.0,https://infinitediscs.com/MVP-Impulse?tag=3c8c6529
MVP,Inertia,10.2,4.9,-1.9,2.0,21.1,1.4,1.2,2.0,https://infinitediscs.com/MVP-Inertia?tag=3c8c6529
MVP,Limit,14.0,4.0,0.3,4.3,21.1,1.9,1.2,2.5,https://infinitediscs.com/MVP-Limit?tag=3c8c6529
MVP,Motion,9.8,4.0,0.0,4.0,21.0,1.4,1.2,2.0,https://infinitediscs.com/MVP-Motion?tag=3c8c6529
MVP,Nitro,13.0,4.4,-0.3,2.6,21.2,1.9,1.2,2.4,https://infinitediscs.com/MVP-Nitro?tag=3c8c6529
MVP,Octane,13.0,4.9,-1.0,2.1,21.2,1.7,1.2,2.4,https://infinitediscs.com/MVP-Octane?tag=3c8c6529
MVP,Orbital,11.5,5.0,-4.4,0.9,21.2,1.4,1.1,2.2,https://infinitediscs.com/MVP-Orbital?tag=3c8c6529
MVP,Phase,11.3,3.6,0.1,4.1,21.1,1.4,1.1,2.2,https://infinitediscs.com/MVP-Phase?tag=3c8c6529
MVP,Photon,11.4,4.8,-1.0,2.7,21.1,1.4,1.1,2.2,https://infinitediscs.com/MVP-Photon?tag=3c8c6529
MVP,Relativity,13.9,5.1,-2.5,1.6,21.1,1.9,1.2,2.5,https://infinitediscs.com/MVP-Relativity?tag=3c8c6529
MVP,Teleport,14.0,5.1,-1.2,2.2,21.1,1.9,1.2,2.5,https://infinitediscs.com/MVP-Teleport?tag=3c8c6529
MVP,Tesla,10.0,4.6,-0.6,2.3,21.0,1.4,1.2,2.0,https://infinitediscs.com/MVP-Tesla?tag=3c8c6529
